id,type,item owner id,layer title,title,coordinates,description,image count,created date,last modification date,item views,Media Type,Transition Type,Date of Change,Owner,Community,Sources,Language
722,marker,622,Newspapers,West Central Crossroads,"51.4726436, -109.1612426","West Central Crossroads, a community newspaper covering West Central Saskatchewan, published its final edition on February 21, 2020.",0,2020-05-27 23:02,2020-05-27 23:03,54,community paper,closed,2020-02-21,independent,"West Central Saskatchewan, Saskatchewan","[""https:\/\/www.westcentralonline.com\/local\/the-final-edition-kindersley-newspapers-close-their-doors""]","[""English""]"
723,marker,622,Newspapers,Carman-Dufferin Standard,"49.5085651, -98.0053895","The Carman-Dufferin Standard weekly community newspaper published its first edition on May 14, 2020. The newspaper was launched a week after Postmedia closed the town's paper, the Carman Valley Leader.",0,2020-05-28 17:33,2023-03-25 16:33,58,community paper,new,2020-05-14,Big and Colourful Printing and Publishing,"Carman, Manitoba","[""https:\/\/www.winnipegfreepress.com\/business\/extra-extra-carman-altona-have-new-papers-570779022.html"",""http:\/\/carmanstandard.ca\/split_document.aspx?doc=Carman-DufferinStandard051420.pdf"",""https:\/\/www.facebook.com\/CarmanMB\/posts\/4187640204587089"",""https:\/\/twitter.com\/carmanstandard\/status\/1280514857020919811""]","[""English""]"
724,marker,622,Newspapers,Beach-East York Neighbourhood Voice,"43.8058875, -79.3439779","Beach-East York Neighbourhood Voice closed on April 16, 2020. The newspaper covered the communities of East York, Leaside, The Danforth, Riverdale, Thorncliffe Park, The Beach, Leslieville, Riverdale, Riverside, Upper Beach, and The Port Lands in Toronto, ON. Torstar closed three Neighbourhood Voice newspapers on April 16, however staff will remain employed and work for the news website Toronto.com.",0,2020-05-29 6:51,2020-05-29 7:03,42,community paper,closed,2020-04-16,Torstar,"Beach and East York neighbourhoods, Toronto, Ontario","[""https:\/\/streeter.ca\/beaches-leslieville\/news\/beaches-east-york-to-lose-their-neighbourhood-voice\/"",""https:\/\/www.toronto.com\/news-story\/9937629-torstar-ceasing-publication-of-three-toronto-community-newspapers\/"",""https:\/\/www.toronto.com\/opinion-story\/9953518-looking-back-on-the-too-short-lives-of-three-toronto-community-papers\/""]","[""English""]"
725,marker,622,Newspapers,Bloor West-Parkdale Neighbourhood Voice,"43.8059107, -79.3433878","The Bloor West-Parkdale Neighbourhood Voice community newspaper closed on April 16, 2020. Torstar closed three Neighbourhood Voice newspapers on April 16, however staff will remain employed and work for the news website Toronto.com.",0,2020-05-29 6:56,2020-05-29 7:04,157,community paper,closed,2020-04-16,Torstar,"Bloor West and Parkdale neighbourhoods, Toronto, Ontario","[""https:\/\/www.toronto.com\/news-story\/9937629-torstar-ceasing-publication-of-three-toronto-community-newspapers\/"",""https:\/\/streeter.ca\/beaches-leslieville\/news\/beaches-east-york-to-lose-their-neighbourhood-voice\/"",""https:\/\/www.toronto.com\/opinion-story\/9953518-looking-back-on-the-too-short-lives-of-three-toronto-community-papers\/""]","[""English""]"
726,marker,622,Newspapers,York-City Centre Neighbourhood Voice,"43.805872, -79.3445573","The York-City Centre Neighbourhood Voice community newspaper closed on April 16, 2020. Torstar closed three Neighbourhood Voice newspapers on April 16, however staff will remain employed and work for the news website Toronto.com.",0,2020-05-29 7:02,2020-05-29 7:03,45,community paper,closed,2020-04-16,Torstar,"York and City Centre neighbourhoods, Toronto, Ontario","[""https:\/\/www.toronto.com\/news-story\/9937629-torstar-ceasing-publication-of-three-toronto-community-newspapers\/"",""https:\/\/streeter.ca\/beaches-leslieville\/news\/beaches-east-york-to-lose-their-neighbourhood-voice\/"",""https:\/\/www.toronto.com\/opinion-story\/9953518-looking-back-on-the-too-short-lives-of-three-toronto-community-papers\/"",""https:\/\/twitter.com\/YCCNV\/status\/1250786293098954752""]","[""English""]"
730,marker,627,Newspapers,Regina Leader-Post,"50.4480499, -104.5735274","Regina Leader-Post, a daily newspaper in Regina, announced on June 4 that it will cease printing Monday editions effective June 22, 2020. Print editions continue to be published Tuesday through Saturday and an e-paper is available online on Mondays. ",0,2020-06-05 13:41,2020-08-01 6:38,50,daily paper - paid,decrease in service,2020-06-22,Postmedia,"Regina, Saskatchewan","[""https:\/\/leaderpost.com\/news\/local-news\/changes-coming-to-leader-posts-monday-editions#:~:text=Effective%20Monday%2C%20June%2022%2C%20the,printed%20newspaper%2C%20online%20on%20Mondays."",""https:\/\/www.cbc.ca\/news\/canada\/saskatoon\/regina-leader-post-saskatoon-starphoenix-to-stop-printing-monday-newspapers-1.5598317"",""https:\/\/www.winnipegfreepress.com\/business\/sun-kills-monday-print-edition-in-cost-saving-move-571035442.html""]","[""English""]"
731,marker,622,Newspapers,Sing Tao Daily Toronto,"43.8590709, -79.3411997","Sing Tao Media Group Canada announced on July 25 that Sing Tao Daily would stop publishing print editions of all three newspapers (in Toronto, Vancouver, and Calgary) on August 28, 2022. The company laid off 83 employees from Toronto, Vancouver and Calgary. 
The daily newspaper serving Chinese communities in Toronto announced on April 13, 2020, that beginning in June, 2020, 15% of staff at Sing Tao Daily Toronto and Vancouver would be laid off and that it would stop distributing free weekly publications with the newspapers.
The newspaperâ€™s Toronto edition launched in 1978.",0,2020-07-23 5:46,2022-09-30 21:22,80,daily paper - paid,shifted to online,2022-08-28,Sing Tao News Corporation and Torstar,"Toronto, Ontario","[""https:\/\/j-source.ca\/article\/covid-19-media-impact-map-for-canada:-sing-tao-newspapers\/"",""https:\/\/www.singtao.ca\/5925677\/2022-07-25\/news-%E3%80%90%E5%8A%A0%E6%8B%BF%E5%A4%A7%E6%98%9F%E5%B3%B6%E5%82%B3%E5%AA%92%E9%9B%86%E5%9C%98%E9%80%9A%E5%91%8A%EF%BC%9A%E5%85%B1%E5%89%B5%E6%96%B0%E9%87%8C%E7%A8%8B%E3%80%91\/?variant=zh-hk"",""https:\/\/www.singtao.ca\/5926211\/2022-07-25\/news-%E5%8A%A0%E6%8B%BF%E5%A4%A7%E3%80%8A%E6%98%9F%E5%B3%B6%E3%80%8B8%E6%9C%8828%E6%97%A5%E5%81%9C%E5%88%8A++++%E8%A1%8C%E6%94%BF%E7%B8%BD%E8%A3%81%E8%AB%87%E6%9C%AA%E4%BE%86%E7%99%BC%E5%B1%95\/?variant=zh-hk"",""https:\/\/www.thestar.com\/news\/gta\/2022\/07\/25\/sing-tao-canadas-largest-chinese-language-daily-newspaper-stops-print-production-in-august.html"",""https:\/\/www.cbc.ca\/news\/canada\/british-columbia\/sing-tao-print-edition-ending-1.6537414"",""https:\/\/mediaincanada.com\/2022\/07\/26\/sing-tao-to-stop-print-production-in-august\/"",""https:\/\/www.richmond-news.com\/local-news\/metro-vancouvers-largest-chinese-language-newspaper-will-stop-printing-next-month-5622229"",""https:\/\/www.theglobeandmail.com\/canada\/british-columbia\/article-sing-tao-daily-publishes-its-last-print-edition-as-it-shifts-focus-to\/""]","[""Other""]"
732,marker,622,Newspapers,Sing Tao Daily Vancouver,"49.2078262, -123.1186271","Sing Tao Media Group Canada announced on July 25 that Sing Tao Daily would stop publishing print editions of all three newspapers (in Toronto, Vancouver, and Calgary) on August 28, 2022. The company laid off 83 employees from Toronto, Vancouver and Calgary.
The daily newspaper serving Chinese communities in Vancouver announced on April 13, 2020, that beginning in June, 2020, 15% of staff at Sing Tao Daily Toronto and Vancouver would be laid off and that it would stop distributing free weekly publications with the newspapers.
The newspaperâ€™s Vancouver edition launched in 1983.",0,2020-07-23 5:51,2022-09-30 21:25,76,daily paper - paid,shifted to online,2022-08-28,Sing Tao News Corporation and Torstar,"Vancouver, British Columbia","[""https:\/\/j-source.ca\/article\/covid-19-media-impact-map-for-canada:-sing-tao-newspapers\/"",""https:\/\/www.singtao.ca\/5925677\/2022-07-25\/news-%E3%80%90%E5%8A%A0%E6%8B%BF%E5%A4%A7%E6%98%9F%E5%B3%B6%E5%82%B3%E5%AA%92%E9%9B%86%E5%9C%98%E9%80%9A%E5%91%8A%EF%BC%9A%E5%85%B1%E5%89%B5%E6%96%B0%E9%87%8C%E7%A8%8B%E3%80%91\/?variant=zh-hk"",""https:\/\/www.singtao.ca\/5926211\/2022-07-25\/news-%E5%8A%A0%E6%8B%BF%E5%A4%A7%E3%80%8A%E6%98%9F%E5%B3%B6%E3%80%8B8%E6%9C%8828%E6%97%A5%E5%81%9C%E5%88%8A++++%E8%A1%8C%E6%94%BF%E7%B8%BD%E8%A3%81%E8%AB%87%E6%9C%AA%E4%BE%86%E7%99%BC%E5%B1%95\/?variant=zh-hk"",""https:\/\/www.thestar.com\/news\/gta\/2022\/07\/25\/sing-tao-canadas-largest-chinese-language-daily-newspaper-stops-print-production-in-august.html"",""https:\/\/www.cbc.ca\/news\/canada\/british-columbia\/sing-tao-print-edition-ending-1.6537414"",""https:\/\/mediaincanada.com\/2022\/07\/26\/sing-tao-to-stop-print-production-in-august\/"",""https:\/\/www.richmond-news.com\/local-news\/metro-vancouvers-largest-chinese-language-newspaper-will-stop-printing-next-month-5622229"",""https:\/\/www.theglobeandmail.com\/canada\/british-columbia\/article-sing-tao-daily-publishes-its-last-print-edition-as-it-shifts-focus-to\/""]","[""Other""]"
733,marker,622,Newspapers,Saskatoon StarPhoenix,"52.1300097, -106.6573027","Saskatoon StarPhoenix, a daily newspaper in Saskatoon, stopped publishing a print edition on Mondays beginning on June 22, 2020. Print editions continue to be published Tuesday through Saturday and an e-paper is available online on Mondays.",0,2020-07-23 5:59,2020-07-23 6:05,69,daily paper - paid,decrease in service,2020-06-22,Postmedia,"Saskatoon, Saskatchewan","[""https:\/\/www.cbc.ca\/news\/canada\/saskatoon\/regina-leader-post-saskatoon-starphoenix-to-stop-printing-monday-newspapers-1.5598317"",""https:\/\/globalnews.ca\/news\/7027860\/changes-saskatchewan-print-media-online\/"",""https:\/\/www.winnipegfreepress.com\/business\/sun-kills-monday-print-edition-in-cost-saving-move-571035442.html""]","[""English""]"
735,marker,622,Newspapers,Winnipeg Sun,"49.9407224, -97.192431","Winnipeg Sun, a daily newspaper in Winnipeg, stopped publishing a print edition on Mondays beginning on June 22, 2020. Print editions continue to be published Tuesday through Saturday and an e-paper is available online on Mondays.",0,2020-07-23 6:13,2020-07-23 6:13,75,daily paper - paid,decrease in service,2020-06-22,Postmedia,"Winnipeg, Manitoba","[""https:\/\/winnipegsun.com\/news\/local-news\/sun-going-digital-only-on-mondays"",""https:\/\/www.cbc.ca\/news\/canada\/manitoba\/winnipeg-sun-monday-publication-1.5598501"",""https:\/\/www.winnipegfreepress.com\/business\/sun-kills-monday-print-edition-in-cost-saving-move-571035442.html""]","[""English""]"
736,marker,622,Newspapers,Le Soleil,"46.8138598, -71.2239475","CoopÃ©rative nationale de l'information indÃ©pendante (CN2i) announced on March 24, 2020, that its six daily French-language newspapers would temporarily limit their print publications to only Saturday weekend editions due to the impacts of COVID-19. On June 12, 2020, CN2i confirmed that the shift to digital weekday publication would be permanent, with only a Saturday print edition remaining.
The renamed Les Coops de l'information announced in March 2023 that all of its newspapers would become digital-only publications at the end of the year. Final paper editions for all six newspapers (Le Droit, Le Soleil, La Tribune, Le Nouvelliste, La Voix de l'Est, and Le Quotidien) were published on December 30, 2023.",0,2020-07-23 6:43,2024-03-18 2:53,109,community paper,shifted to online,2023-12-30,Les Coops de l'information,"Quebec City, Quebec","[""https:\/\/www.lapresse.ca\/affaires\/medias\/202003\/23\/01-5266147-le-soleil-et-dautres-journaux-suspendent-leurs-publications-papier.php"",""https:\/\/ici.radio-canada.ca\/nouvelle\/1684136\/coronavirus-covid-cooperative-nationale-information-mises-a-pied"",""https:\/\/www.lesoleil.com\/actualite\/les-cooperatives-dinformation-de-cn2i-confirment-lacceleration-de-leur-virage-numerique-d2fd5ffaf2bafcacdf4b37c21c1188ab"",""https:\/\/www.tvanouvelles.ca\/2020\/06\/12\/anciens-journaux-de-capitales-medias-la-suspension-des-editions-imprimees-de-semaine-devient-definitive"",""https:\/\/www.lenouvelliste.ca\/2023\/04\/01\/le-nouvelliste-poursuit-sa-transformation-avec-et-pour-vous-a00de6421611fb9d65109d9ddb802efd\/"",""https:\/\/montreal.ctvnews.ca\/six-french-language-newspapers-going-digital-only-cutting-nearly-100-jobs-1.6335141"",""https:\/\/montrealgazette.com\/business\/local-business\/quebec-newspaper-chain-to-stop-print-editions-cut-100-jobs"",""https:\/\/www.journaldequebec.com\/2023\/03\/29\/les-six-quotidiens-dont-le-soleil-de-quebec-cesseront-definitivement-la-publication-de-leurs-editions-papier-a-la-fin-de-cette-annee"",""https:\/\/www.ledevoir.com\/culture\/medias\/787279\/medias-fin-du-papier-annoncee-pour-les-quotidiens-des-coops-de-l-information"",""https:\/\/www.ledevoir.com\/culture\/medias\/801091\/125-travailleurs-coops-information-ont-opte-depart-volontaire"",""https:\/\/ici.radio-canada.ca\/nouvelle\/2038212\/information-regionale-quebec-journaux-papier"",""https:\/\/www.lesoleil.com\/actualites\/2023\/12\/29\/la-derniere-edition-papier-du-emsoleilem-part-aux-presses-FXGXTKCJE5B27BIPGXRWHZNIEM\/"",""https:\/\/www.lesoleil.com\/actualites\/2023\/12\/27\/en-video-la-preparation-de-la-derniere-edition-papier-du-emsoleilem-OGQEKR3QXFBJDJSNUWML2X5AQQ\/"",""https:\/\/www.ledevoir.com\/culture\/medias\/804425\/medias-soleil-leve-encre""]","[""French""]"
737,marker,622,Newspapers,Le Nouvelliste,"46.3407766, -72.5522556","CoopÃ©rative nationale de l'information indÃ©pendante (CN2i) announced on March 24, 2020, that its six daily French-language newspapers would temporarily limit their print publications to only Saturday weekend editions due to the impacts of COVID-19. On June 12, 2020, CN2i confirmed that the shift to digital weekday publication would be permanent, with only a Saturday print edition remaining.
The renamed Les Coops de l'information announced in March 2023 that all of its newspapers would become digital-only publications at the end of the year. Final paper editions for all six newspapers (Le Droit, Le Soleil, La Tribune, Le Nouvelliste, La Voix de l'Est, and Le Quotidien) were published on December 30, 2023.",0,2020-07-23 6:47,2024-03-18 3:00,40,community paper,shifted to online,2023-12-30,Les Coops de l'information,"Trois-RiviÃ¨res, Quebec","[""https:\/\/www.lapresse.ca\/affaires\/medias\/202003\/23\/01-5266147-le-soleil-et-dautres-journaux-suspendent-leurs-publications-papier.php"",""https:\/\/ici.radio-canada.ca\/nouvelle\/1684136\/coronavirus-covid-cooperative-nationale-information-mises-a-pied"",""https:\/\/www.lesoleil.com\/actualite\/les-cooperatives-dinformation-de-cn2i-confirment-lacceleration-de-leur-virage-numerique-d2fd5ffaf2bafcacdf4b37c21c1188ab"",""https:\/\/www.tvanouvelles.ca\/2020\/06\/12\/anciens-journaux-de-capitales-medias-la-suspension-des-editions-imprimees-de-semaine-devient-definitive"",""https:\/\/www.lenouvelliste.ca\/2023\/04\/01\/le-nouvelliste-poursuit-sa-transformation-avec-et-pour-vous-a00de6421611fb9d65109d9ddb802efd\/"",""https:\/\/montreal.ctvnews.ca\/six-french-language-newspapers-going-digital-only-cutting-nearly-100-jobs-1.6335141"",""https:\/\/montrealgazette.com\/business\/local-business\/quebec-newspaper-chain-to-stop-print-editions-cut-100-jobs"",""https:\/\/www.journaldequebec.com\/2023\/03\/29\/les-six-quotidiens-dont-le-soleil-de-quebec-cesseront-definitivement-la-publication-de-leurs-editions-papier-a-la-fin-de-cette-annee"",""https:\/\/www.ledevoir.com\/culture\/medias\/787279\/medias-fin-du-papier-annoncee-pour-les-quotidiens-des-coops-de-l-information"",""https:\/\/www.ledevoir.com\/culture\/medias\/801091\/125-travailleurs-coops-information-ont-opte-depart-volontaire"",""https:\/\/ici.radio-canada.ca\/nouvelle\/2038212\/information-regionale-quebec-journaux-papier"",""https:\/\/www.lenouvelliste.ca\/actualites\/actualites-locales\/je-m-abonne\/2023\/12\/30\/votre-replique-integrale-historique-du-nouvelliste-WG7MQ36ZHRA5BP535WPE2ROM7U\/"",""https:\/\/www.ledroit.com\/actualites\/actualites-locales\/2023\/12\/29\/les-presses-seteignent-emle-droitem-se-consacre-au-numerique-4TYVM3MSKFACBFBHI42WD23HFI\/""]","[""French""]"
